NumeroArticulo,DescripcionArticulo,EnStock,UnidadMedida,GrupoArticulos,UltimaFechaCompra,UltimoPrecioCompra,UltimaMonedaCompra,
RA292,BARRA DELANTERA RH 51103-05440-000,1,UNIDAD,REPUESTOS AGRICOLAS,21/11/2022,"3,078.02",COR,
RA303,BALINERA RUEDA DEL SUZUKI 08133-63018-000,2,UNIDAD,REPUESTOS AGRICOLAS,21/11/2022,223.22,COR,
RA306,MANECILLA SUZUKI 57421H45F10H000,1,UNIDAD,REPUESTOS AGRICOLAS,21/11/2022,256.28,COR,
RA308,CORREA R216949,1,UNIDAD,REPUESTOS AGRICOLAS,25/11/2022,63.02,USD,
RA312,BRAZO TENSOR FIJO 19-1/4 Pulgadas,2,UNIDAD,REPUESTOS AGRICOLAS,14/12/2022,"1,800.00",COR,
RA315,RETENEDOR DE PATENTE S-18141,3,UNIDAD,REPUESTOS AGRICOLAS,14/12/2022,525,COR,
RA316,RETENEDOR 370065,2,UNIDAD,REPUESTOS AGRICOLAS,17/12/2022,690,COR,
RA317,LAMPARA LED 320-5543CR-12V,4,UNIDAD,REPUESTOS AGRICOLAS,17/12/2022,575,COR,
RA319,KIT BUSHING ARANDELAS  LEVA  FRENO B8646,2,UNIDAD,REPUESTOS AGRICOLAS,30/12/2022,478.13,COR,
RA320,LAMPARA ROJA REDONDA 4 Pulgadas,1,UNIDAD,REPUESTOS AGRICOLAS,30/12/2022,318.75,COR,
RA321,LAMPARA AMARILLA REDONDA 4 Pulgadas,3,UNIDAD,REPUESTOS AGRICOLAS,30/12/2022,318.75,COR,
RA322,TUERCA M7568,3,UNIDAD,REPUESTOS AGRICOLAS,30/12/2022,676.727,COR,
RA323,RODAMIENTO CONO/CUNA LM501319/10,1,UNIDAD,REPUESTOS AGRICOLAS,30/12/2022,250.21,COR,
RA324,HULE POLY ROJO PARA MANOPLAS S18580,10,UNIDAD,REPUESTOS AGRICOLAS,30/12/2022,18.495,COR,
RA325,RODAMIENTO CONO/CUNA BT1 0826,5,UNIDAD,REPUESTOS AGRICOLAS,06/12/2023,"1,152.17",COR,
RA326,RETENEDOR METALICO 47697,3,UNIDAD,REPUESTOS AGRICOLAS,30/12/2022,599.993,COR,
RA327,SOCKET/CONECTOR ELECTRICO HEMBRA DE 7 LINEAS 200-750S,1,UNIDAD,REPUESTOS AGRICOLAS,30/12/2022,291.8,COR,
RA328,CONECTOR MACHO DE COMPRESION RECTA 68F 08X06,17,UNIDAD,REPUESTOS AGRICOLAS,19/04/2024,80.046,COR,
RA329,CLAVO/INSERT 1/2 Pulgadas 459F-08,18,UNIDAD,REPUESTOS AGRICOLAS,19/04/2024,9.75,COR,
RA330,MANGUERA DE AIRE 1/2 Pulgadas PLASTICA / NYLON,58,PIES,REPUESTOS AGRICOLAS,19/04/2024,30.636,COR,
RA331,KING PIN 134-K-823,1,UNIDAD,REPUESTOS AGRICOLAS,29/07/2025,"4,048.01",COR,
RA332,MANOPLA P/AIRE UNIVERSAL WA11450,4,UNIDAD,REPUESTOS AGRICOLAS,05/01/2023,171.063,COR,
RA335,ANILLO 9904101361,1,UNIDAD,REPUESTOS AGRICOLAS,05/01/2023,38.5,USD,
RA336,PISTON ANILLO 9904108795,1,UNIDAD,REPUESTOS AGRICOLAS,05/01/2023,39.47,USD,
RA337,DISCO DE FRENO 7188000165,1,UNIDAD,REPUESTOS AGRICOLAS,05/01/2023,"1,770.05",USD,
RA338,TAPA PATENTE ROSCA METALICA QTM-TRU3709,1,UNIDAD,REPUESTOS AGRICOLAS,07/01/2023,610.937,COR,
RA339,RATCH FINO DE 1-1/2 Pulgadas 28 DIENTES,3,UNIDAD,REPUESTOS AGRICOLAS,07/01/2023,635.375,COR,
RA340,RATCH ORDINARIO 1-1/2 Pulgadas 10 DIENTES,6,UNIDAD,REPUESTOS AGRICOLAS,07/01/2023,635.375,COR,
RA341,BALINERA Y CUNA HM518445/10 TIMKEN,2,UNIDAD,REPUESTOS AGRICOLAS,07/01/2023,"1,275.00",COR,
RA342,ESPARRAGO 3/4 Pulgadas-16 PulgadasX3.375 Pulgadas DERECHO,43,UNIDAD,REPUESTOS AGRICOLAS,22/04/2023,88,COR,
RA343,ESPARRAGO 3/4 Pulgadas-16 PulgadasX3.375 Pulgadas IZQUIERDO,90,UNIDAD,REPUESTOS AGRICOLAS,22/04/2023,88,COR,
RA344,CHIVO 3/4 Pulgadas-16 PulgadasX1-1/8 PulgadasX2.375 Pulgadas IZQUIERDO,31,UNIDAD,REPUESTOS AGRICOLAS,03/02/2023,85,COR,
RA345,CHIVO 3/4 Pulgadas-16 PulgadasX1-1/8 PulgadasX2.375 Pulgadas DERECHO,55,UNIDAD,REPUESTOS AGRICOLAS,03/02/2023,85,COR,
RA347,TUERCA 1-1/8 Pulgadas-16 PulgadasX1-1/2 Pulgadas HEX P/CHIVO IZQUIERDA,70,UNIDAD,REPUESTOS AGRICOLAS,03/02/2023,63.75,COR,
RA348,TUERCA 1-1/8 Pulgadas-16 PulgadasX1-1/2 Pulgadas HEX P/CHIVO DERECHA,22,UNIDAD,REPUESTOS AGRICOLAS,03/02/2023,63.75,COR,
RA349,CALENTADOR (IGNICION) 22 VOLTIOS,6,UNIDAD,REPUESTOS AGRICOLAS,07/01/2023,32,USD,
RA378,EMPAQUE PTA. IZQ 50S67862-37021,1,UNIDAD,REPUESTOS AGRICOLAS,02/02/2023,306.96,USD,
RA380,TUBO 9904106059,1,UNIDAD,REPUESTOS AGRICOLAS,03/02/2023,159.38,USD,
RA381,SPOOL 9904106375,1,UNIDAD,REPUESTOS AGRICOLAS,03/02/2023,140.16,USD,
RA382,TORNILLO 9904105327,2,UNIDAD,REPUESTOS AGRICOLAS,03/02/2023,3.11,USD,
RA383,STOP SPOOL 9904106065,1,UNIDAD,REPUESTOS AGRICOLAS,03/02/2023,118.94,USD,
RA384,TAPON 9904106060,1,UNIDAD,REPUESTOS AGRICOLAS,03/02/2023,49.02,USD,
RA400,JUEGO DE SELLOS 295-9891,1,UNIDAD,REPUESTOS,20/03/2023,203.66,USD,
RA403,CARTER P/MOTOR 8.3 ELECTRONICO,1,UNIDAD,REPUESTOS AGRICOLAS,01/04/2023,"10,000.00",COR,
RA404,BOYA TANQUE COMBUSTIBLE 50S83320-80374,1,UNIDAD,REPUESTOS AGRICOLAS,28/07/2025,"2,360.64",COR,
RA405,CHIVO MEDIANO 2-3/4 Pulgadas 38AN-R,20,UNIDAD,REPUESTOS AGRICOLAS,22/04/2023,128,COR,
RA406,CHIVO MEDIANO 2-3/4 Pulgadas 39AN-L,20,UNIDAD,REPUESTOS AGRICOLAS,22/04/2023,128,COR,
RA407,CAJA CONEXIONES 9333102768,1,UNIDAD,REPUESTOS AGRICOLAS,02/05/2023,674.36,USD,
RA410,FILTRO DE ACEITE 15613-EV015,4,UNIDAD,REPUESTOS AGRICOLAS,06/08/2025,575.25,COR,
RA411,FILTRO DE COMBUSTIBLE 23304-EV192,4,UNIDAD,REPUESTOS AGRICOLAS,03/07/2025,903.675,COR,
RA415,FILTRO DE COMBUSTIBLE - P551313,2,UNIDAD,REPUESTOS AGRICOLAS,26/02/2025,415.67,COR,
RA416,LLAVE DE IGNICION 5P-8500,2,UNIDAD,REPUESTOS AGRICOLAS,23/05/2023,12,USD,
RA417,LLAVE DE IGNICION RE183935,2,UNIDAD,REPUESTOS AGRICOLAS,23/05/2023,16.22,USD,
RA418,LALVE DE CORTE 8H-5306,2,UNIDAD,REPUESTOS AGRICOLAS,23/05/2023,8.64,USD,
RA434,FILTRO HIDRAULICO 362-1163,2,UNIDAD,REPUESTOS AGRICOLAS,13/08/2025,"4,437.95",COR,
RA435,FILTRO HIDRAULICO 9R-9925,2,UNIDAD,REPUESTOS AGRICOLAS,13/08/2025,312.14,COR,
RA437,TAPA 225-6464,2,UNIDAD,REPUESTOS AGRICOLAS,15/06/2023,29.91,USD,
RA439,FRICCIONES REVESTIDAS 4515 STD,2,UNIDAD,REPUESTOS AGRICOLAS,17/06/2023,600,COR,
RA441,EMPAQUE 225-6451,1,UNIDAD,REPUESTOS AGRICOLAS,15/06/2023,46.09,USD,
RA447,SOPORTE DE FAN 92001-16300,1,UNIDAD,REPUESTOS AGRICOLAS,06/07/2023,740.98,USD,
RA452,ACOPLE RESO. TRA 01A48435-36050,4,UNIDAD,REPUESTOS AGRICOLAS,29/07/2023,"1,581.98",COR,
RA453,CILIND. FNO. D/RH 01A47730-37030,1,UNIDAD,REPUESTOS AGRICOLAS,29/07/2023,"22,242.22",COR,
RA456,BUJE SUPERIOR GEM. TR 01A90385-T0014,4,UNIDAD,REPUESTOS AGRICOLAS,25/07/2023,157.325,COR,
RA459,EQUIPO GPS MAGNÉTICO,2,UNIDAD,REPUESTOS AGRICOLAS,27/07/2023,130,USD,
RA465,IMPULSIÓN DE POLEA 92001-07700,1,UNIDAD,REPUESTOS AGRICOLAS,15/08/2023,"11,611.56",COR,
RA466,ESPACIADOR 92001-06400,1,UNIDAD,REPUESTOS AGRICOLAS,15/08/2023,"1,317.76",COR,
RA467,BALINERA (BOLA) 91801-27500,2,UNIDAD,REPUESTOS AGRICOLAS,15/08/2023,"1,500.27",COR,
RA468,ARANDELA PLANA F2500-14000,1,UNIDAD,REPUESTOS AGRICOLAS,15/08/2023,35.65,COR,
RA469,ANILLO DE RETENCION F3202-05600,1,UNIDAD,REPUESTOS AGRICOLAS,15/08/2023,98.52,COR,
RA470,CORREA -V- JUEGO 2,2,UNIDAD,REPUESTOS AGRICOLAS,15/08/2023,"1,278.93",COR,
RA472,SELLO SKF 140X170X15,2,UNIDAD,REPUESTOS AGRICOLAS,28/08/2023,413.39,COR,
RA483,TAPON PARA TAPA DE VALVULA DE MOTOR CUMMINS 8.3 (USADO),5,UNIDAD,REPUESTOS AGRICOLAS,23/09/2023,"1,500.00",COR,
RA485,BOMBILLA 0182774,1,UNIDAD,REPUESTOS AGRICOLAS,19/09/2023,5.39,USD,
RA488,RETENEDOR CON PISTA TRASERO 3926126,2,UNIDAD,REPUESTOS AGRICOLAS,07/02/2025,"1,265.00",COR,
RA509,RETENEDOR DE HULE 85X130X12 WLK,3,UNIDAD,REPUESTOS AGRICOLAS,18/10/2023,173.908,COR,
RA513,COPA DE RIN PARA HILUX 4260B-0K220,4,UNIDAD,REPUESTOS AGRICOLAS,28/10/2023,"1,289.18",COR,
RA515,PASADOR 341-9483,1,UNIDAD,REPUESTOS AGRICOLAS,13/08/2025,"16,171.50",COR,
RA516,ARANDELA 280-7732,2,UNIDAD,REPUESTOS AGRICOLAS,13/08/2025,"2,706.22",COR,
RA517,TUERCA 6V-7687,3,UNIDAD,REPUESTOS AGRICOLAS,13/08/2025,134.687,COR,
RA518,PASADOR 237-5330,2,UNIDAD,REPUESTOS AGRICOLAS,29/08/2025,"6,400.50",COR,
RA519,COJINETE 237-0944,2,UNIDAD,REPUESTOS AGRICOLAS,13/08/2025,"2,871.56",COR,
RA520,COJINETE 213-6702,4,UNIDAD,REPUESTOS AGRICOLAS,13/08/2025,"2,353.49",COR,
RA521,COJINETE 278-5454,2,UNIDAD,REPUESTOS AGRICOLAS,13/08/2025,"1,884.94",COR,
RA522,PERNO 8T-7930,3,UNIDAD,REPUESTOS AGRICOLAS,13/08/2025,349.173,COR,
RA523,ESPACIADOR 9R-7882,1,UNIDAD,REPUESTOS AGRICOLAS,13/08/2025,73.75,COR,
RA524,PERNO 8T-4139,2,UNIDAD,REPUESTOS AGRICOLAS,13/08/2025,71.99,COR,
RA525,ARANDELA 8T-4821,2,UNIDAD,REPUESTOS AGRICOLAS,13/08/2025,126.13,COR,
RA526,PASADOR 602-7893,1,UNIDAD,REPUESTOS AGRICOLAS,13/08/2025,"12,593.71",COR,
RA527,PASADOR 341-9484,1,UNIDAD,REPUESTOS AGRICOLAS,29/08/2025,"15,644.14",COR,
RA528,CHICHA DE ENGRAS RECT 3B-8489,4,UNIDAD,REPUESTOS AGRICOLAS,13/08/2025,147.293,COR,
RA529,BUJE 136-1122,1,UNIDAD,REPUESTOS AGRICOLAS,13/08/2025,963.85,COR,
RA531,ARANDELA 7X-0542,2,UNIDAD,REPUESTOS AGRICOLAS,13/08/2025,318.92,COR,
RA532,ANILLO 6V-4364,4,UNIDAD,REPUESTOS AGRICOLAS,13/08/2025,195.593,COR,
RA533,PIN-17 341-9488,2,UNIDAD,REPUESTOS AGRICOLAS,29/08/2025,"7,864.29",COR,
RA534,JUEGO DE SELLOS 377-9352,2,UNIDAD,REPUESTOS AGRICOLAS,13/08/2025,"6,281.53",COR,
RA540,BALINERA 90366-32207,3,UNIDAD,REPUESTOS AGRICOLAS,20/10/2023,811.137,COR,
RA541,BALINERA 90366-33210J,1,UNIDAD,REPUESTOS AGRICOLAS,20/10/2023,"1,343.25",COR,
RA542,RETENEDOR 90311-68002,4,UNIDAD,REPUESTOS AGRICOLAS,20/10/2023,542.428,COR,
RA545,BUJE AMORTIGUADOR DEL 50S90385-19011,5,UNIDAD,REPUESTOS AGRICOLAS,24/10/2023,85.362,COR,
RA546,TUERCA PERNO DL 01A90178-16004,8,UNIDAD,REPUESTOS AGRICOLAS,24/10/2023,122.884,COR,
RA547,PERNO RUEDA DER 50S42631-37020,2,UNIDAD,REPUESTOS AGRICOLAS,03/07/2025,557.975,COR,
RA548,PERNO RUEDA IZQ 50S42632-37020,2,UNIDAD,REPUESTOS AGRICOLAS,03/07/2025,557.975,COR,
RA550,LIMPIABRISA DERECHO 01A85212-YZZA6,1,UNIDAD,REPUESTOS AGRICOLAS,24/10/2023,821.52,COR,
RA552,BOMBA AUXILIAR DE EMBRAGUE 50S31470-E0042,1,UNIDAD,REPUESTOS AGRICOLAS,20/08/2024,"1,937.87",COR,
RA558,ESPARRAGO 3/4-10 PulgadasX3/4-10 Pulgadas 3.0 ARTILLERO,10,UNIDAD,REPUESTOS AGRICOLAS,06/12/2023,57.38,COR,
RA559,TUERCA ARTILLERA 3/4 Pulgadas,10,UNIDAD,REPUESTOS AGRICOLAS,06/12/2023,42.5,COR,
RA560,BUJE SUPERIOR TRASERO 90385-T0009,4,UNIDAD,REPUESTOS AGRICOLAS,, -   ,,
RA565,FORRO PUERTA RH 67610-37190-B0,1,UNIDAD,REPUESTOS AGRICOLAS,05/03/2024,"7,888.62",COR,
RA567,BALINERA DE EMBRAGUE 31230-37010,1,UNIDAD,REPUESTOS AGRICOLAS,11/12/2024,"3,157.49",COR,
RA568,BALINERA PILOTO SZ371-17009,1,UNIDAD,REPUESTOS AGRICOLAS,11/12/2024,804.95,COR,
RA569,DISCO DE EMBRAGUE 31250-37141,1,UNIDAD,REPUESTOS AGRICOLAS,11/12/2024,"10,282.84",COR,
RA570,PLATO DE EMBRAGUE 31210-37110,1,UNIDAD,REPUESTOS AGRICOLAS,11/12/2024,"11,553.13",COR,
RA573,VALVULA DE RELE 281865 RE-6,1,UNIDAD,REPUESTOS AGRICOLAS,22/12/2023,"1,300.00",COR,
RA579,FILTRO DE AIRE 17801-78110,2,UNIDAD,REPUESTOS AGRICOLAS,06/08/2025,820.325,COR,
RA583,EMPAQUE TAPA FRONTAL / DIESEL - FP3917779,1,UNIDAD,REPUESTOS,11/09/2024,"1,475.00",COR,
RA586,BUJIA H4 24V 75/70W,5,UNIDAD,REPUESTOS,07/02/2024,5.87,USD,
RA587,INTERRUPTOR - 128200GT,2,UNIDAD,REPUESTOS AGRICOLAS,14/02/2024,38.13,USD,
RA588,INTERRUPTOR - 128202GT,2,UNIDAD,REPUESTOS AGRICOLAS,14/02/2024,43.12,USD,
RA589,INTERRUPTOR - 128203GT,1,UNIDAD,REPUESTOS AGRICOLAS,14/02/2024,54.88,USD,
RA590,INTERRUPTOR - 128204GT,6,UNIDAD,REPUESTOS AGRICOLAS,14/02/2024,36.33,USD,
RA591,TAPON - 229567GT,1,UNIDAD,REPUESTOS AGRICOLAS,14/02/2024,3.3,USD,
RA592,LUZ LED ROJA 12V - 824879GT,2,UNIDAD,REPUESTOS AGRICOLAS,14/02/2024,20.78,USD,
RA597,FILTRO DE ACITE L8,1,UNIDAD,REPUESTOS AGRICOLAS,21/08/2024,354.16,COR,
RA605,KIT DE REPARACION DE CILINDRO 9204608120,1,UNIDAD,REPUESTOS AGRICOLAS,10/04/2024,195.26,USD,
RA609,VALVULA RELAY R12H - 1/2,1,UNIDAD,REPUESTOS AGRICOLAS,19/04/2024,"1,600.00",COR,
RA610,KIT DE PERNOS - 460.056,2,UNIDAD,REPUESTOS AGRICOLAS,19/04/2024,450,COR,
RA616,BRAZO DIRECCION 50S45411-37350,1,UNIDAD,REPUESTOS AGRICOLAS,16/04/2024,"3,627.92",COR,
RA617,SELLO SKF 125x150x12,23,UNIDAD,REPUESTOS AGRICOLAS,18/11/2024,838.84,COR,
RA622,BATERIA DE POSTE DE 1300-1400CCA / 150-200AH PARA MENART,2,UNIDAD,REPUESTOS AGRICOLAS,24/07/2024,"12,171.72",COR,
RA626,MAZO DE RESORTE TRAS 3 HOJAS,8,UNIDAD,REPUESTOS AGRICOLAS,16/08/2024,96.44,USD,
RA627,LODERA PARA CAMION 24 PulgadasX30 Pulgadas,6,UNIDAD,REPUESTOS AGRICOLAS,14/08/2024,669.875,COR,
RA629,FILTRO DE COMBUSTIBLE FC-351,2,UNIDAD,REPUESTOS AGRICOLAS,21/08/2024,305.45,COR,
RA637,SELLO DE CAUCHO 5M-3038,1,UNIDAD,REPUESTOS AGRICOLAS,28/08/2024,15.28,USD,
RA638,KIT DE SELLO 3387156,1,UNIDAD,REPUESTOS AGRICOLAS,29/08/2024,"2,645.00",COR,
RA639,CILINDRO FRENO D.D/RH 50S47510-36171,1,UNIDAD,REPUESTOS AGRICOLAS,21/08/2024,"2,674.66",COR,
RA640,CILINDRO FRENO D.T/RH 50S47520-36181,1,UNIDAD,REPUESTOS AGRICOLAS,21/08/2024,"2,663.87",COR,
RA641,CILINDRO FRENO D.D/LH 50S47530-36171,2,UNIDAD,REPUESTOS AGRICOLAS,21/08/2024,"2,646.02",COR,
RA654,ESTRIBO CUADRADO 5/8 PulgadasX3 PulgadasX14 Pulgadas CON SUS TUERCAS,4,UNIDAD,REPUESTOS AGRICOLAS,09/10/2024,810.693,COR,
RA655,MOTOR DE ARRANQUE 18949N,1,UNIDAD,REPUESTOS AGRICOLAS,16/04/2025,"9,520.96",COR,
RA660,PERNO CUBO D/LH - 90942-02072,3,UNIDAD,REPUESTOS AGRICOLAS,03/07/2025,422.21,COR,
RA661,BALINERA CUBO INTERIOR 5090366-50069,2,UNIDAD,REPUESTOS AGRICOLAS,14/12/2024,73.76,USD,
RA662,BALINERA CUBO EXTERIOR 5090366-35105,4,UNIDAD,REPUESTOS AGRICOLAS,14/12/2024,48.91,USD,
RA663,CILINDRO FRENO INT R/H 47560-37083,1,UNIDAD,REPUESTOS AGRICOLAS,03/07/2025,"3,732.33",COR,
RA664,CILINDRO FRENO S. R/H 47550-37113,1,UNIDAD,REPUESTOS AGRICOLAS,03/07/2025,"3,732.33",COR,
RA666,JUEGO DE TUBERIA DE COMBUSTIBLE PARA CUMMINS 8.3L,1,UNIDAD,REPUESTOS AGRICOLAS,18/12/2024,"12,650.00",COR,
RA667,TUERCA RUEDA LH 50S43522-37020,8,UNIDAD,REPUESTOS AGRICOLAS,18/12/2024,8.37,USD,
RA670,SPROCKET 76061500,1,UNIDAD,REPUESTOS AGRICOLAS,10/01/2025,"31,392.56",COR,
RA671,SPROCKET 60B-18 1.38 BORE 70130128,1,UNIDAD,REPUESTOS AGRICOLAS,10/01/2025,"10,535.61",COR,
RA672,SHAFT DRIVE 76061510,1,UNIDAD,REPUESTOS AGRICOLAS,10/01/2025,"14,473.22",COR,
RA673,BEARING PILLOW BLOCK 70171586,2,UNIDAD,REPUESTOS AGRICOLAS,10/01/2025,"14,227.99",COR,
RA674,SPROCKET 60B-24 2.00 BORE 70134785,1,UNIDAD,REPUESTOS AGRICOLAS,10/01/2025,"16,604.54",COR,
RA675,CHAIN ROLLER 100-1 LINK 70170091,2,UNIDAD,REPUESTOS AGRICOLAS,10/01/2025,801.31,COR,
RA676,CHAIN ROLLER 100-1 LINK 70170099,2,UNIDAD,REPUESTOS AGRICOLAS,10/01/2025,"1,969.15",COR,
RA677,CHAIN ROLLER 60H-1 LINK 70171102,2,UNIDAD,REPUESTOS AGRICOLAS,10/01/2025,198.1,COR,
RA678,CHAIN ROLLER 60H-1 LINK 70171103,2,UNIDAD,REPUESTOS AGRICOLAS,10/01/2025,555.08,COR,
RA680,CHAIN ROLLER 60-1 LINK 70170097,2,UNIDAD,REPUESTOS AGRICOLAS,10/01/2025,496.08,COR,
RA681,SPROCKET 60B-36 1.38 BORE 70134461,1,UNIDAD,REPUESTOS AGRICOLAS,10/01/2025,"18,379.87",COR,
RA682,SPRING EXTENSION 70178416,2,UNIDAD,REPUESTOS AGRICOLAS,10/01/2025,321.05,COR,
RA690,FILTRO DE ELEMENTO A/A 87139-52020,2,UNIDAD,REPUESTOS AGRICOLAS,06/03/2025,"2,827.30",COR,
RA691,SENSOR DE PEDAL DE ACELERACION 132035,1,UNIDAD,REPUESTOS AGRICOLAS,21/03/2025,"12,075.00",COR,
RA694,BOMBA TRASEGADORA 4988747,1,UNIDAD,REPUESTOS AGRICOLAS,25/04/2025,"5,000.00",COR,
RA703,BALINERA DE PATENTE 501349/10,3,UNIDAD,REPUESTOS AGRICOLAS,10/10/2025,275.358,COR,
RA704,RETENEDOR NAT 455079,12,UNIDAD,REPUESTOS AGRICOLAS,08/10/2025,832.73,COR,
RA705,BALINERA CONO Y CUNA JLM506849/10,6,UNIDAD,REPUESTOS AGRICOLAS,08/10/2025,"1,776.50",COR,
RA706,TOPE RESORTE TR 01A48344-37140,2,UNIDAD,REPUESTOS AGRICOLAS,03/07/2025,"3,966.51",COR,
RA707,MAZO DE RESORTE DELANTERO PARA HINO 300-611,1,UNIDAD,REPUESTOS AGRICOLAS,09/07/2025,"12,413.95",COR,
RA708,ESTRIBO TRASERO CUADRADO 5/8 Pulgadas X 2-3/4 PulgadasX14 Pulgadas,2,UNIDAD,REPUESTOS AGRICOLAS,09/07/2025,593.71,COR,
RA710,ARANDELA 8T-4223,1,UNIDAD,REPUESTOS AGRICOLAS,06/08/2025,466.05,COR,
RA711,MOTOR DE ARRANQUE 8200433 39MT 12V,1,UNIDAD,REPUESTOS AGRICOLAS,06/08/2025,"25,530.00",COR,
RA712,ALTERNADOR 8362N,1,UNIDAD,REPUESTOS AGRICOLAS,08/08/2025,"9,516.80",COR,
RF-CR-10,SPHERICAL ROLLER BEARING 23220 FBC1210,5,UNIDAD,REPUESTOS MODIPALM,22/01/2024,"14,393.35",COR,
RF-CR-11,OIL SEAL 110X130X13 FBC1211,40,UNIDAD,REPUESTOS MODIPALM,05/10/2022,486.62,COR,
RF-CR-12,COLLAR FBC1212,9,UNIDAD,REPUESTOS MODIPALM,22/01/2024,"1,721.34",COR,
RF-CR-13,DRIVEN CRUSHER DRUM,1,UNIDAD,REPUESTOS,01/02/2022,"73,726.38",COR,
RF-CR-14,DRIVE CRUSHER DRUM,1,UNIDAD,REPUESTOS,01/02/2022,"73,900.08",COR,
RF-CR-15,CRUSING SPIKE FBC1215,12,UNIDAD,REPUESTOS MODIPALM,29/01/2025,"1,442.63",COR,
RF-CR-17,V-BELT SPB 2050FBC1217,12,UNIDAD,REPUESTOS MODIPALM,29/01/2025,929.893,COR,
RF-CR-21,MOTOR PULLEY FBC1221 (3020),2,UNIDAD,REPUESTOS MODIPALM,16/10/2023,"5,603.04",COR,
RF-CR-22,GEARBOX PULLEY FBC1222 (3020),1,SET,REPUESTOS MODIPALM,16/10/2023,"9,313.18",COR,
RF-CR-3,FLYWHEEL C/W SHAFT FCB1203,2,UNIDAD,REPUESTOS MODIPALM,22/01/2024,"22,523.95",COR,
RF-CR-4,PLUMMER BLOCK BEARING FBC1204,3,UNIDAD,REPUESTOS MODIPALM,29/01/2025,"11,880.56",COR,
RF-CR-5,CHAIN COUPLING FBC1205,3,UNIDAD,REPUESTOS MODIPALM,05/12/2023,"19,096.80",COR,
RF-CR-6A,SPUR GEAR STOPPER FBC1206A,1,UNIDAD,REPUESTOS MODIPALM,05/10/2022,"1,013.80",COR,
RF-CR-6B,STOPPER BOLT FBC1206B,1,UNIDAD,REPUESTOS MODIPALM,05/10/2022,121.66,COR,
RF-CR-7,SPUR GEAR FBC1207,3,UNIDAD,REPUESTOS MODIPALM,01/02/2022,"17,628.24",COR,
RF-CR-8,FFB CONDITIONER BEARING COVER FBC1208,5,UNIDAD,REPUESTOS MODIPALM,22/01/2024,"4,211.80",COR,
RF-CR-9,OIL SEAL 100X120X13 FBC1209,19,UNIDAD,REPUESTOS MODIPALM,05/10/2022,486.622,COR,
RP013,PIEDRA P/CHISPEROS,1,UNIDAD,REPUESTOS,26/03/2025,6.512,COR,
RP018,INTERRUPTOR TRIPLE 10A 127V MARF,3,UNIDAD,REPUESTOS,15/03/2016,100.6,COR,
RP020,INTERRUPTOR DOBLE 10A 127V MARF,41,UNIDAD,REPUESTOS,20/12/2023,73.5,COR,
RP022,PLACA 1GANG MARFIL P/TOMA DOBLE,26,UNIDAD,REPUESTOS,03/05/2022,100,COR,
RP029,ADAPTADOR MACHO PVC PRES 150MM (6 Pulgadas),5,UNIDAD,REPUESTOS,27/09/2024,443.48,COR,
RP030,ADAPTADOR HEMBRA PVC PRES 150MM (6 Pulgadas),1,UNIDAD,REPUESTOS,12/10/2021,793.37,COR,
RP033,LUBRICANTE 3M ELECTRIC,0.2,CUBETA,ACEITE Y LUBRICANTES,05/05/2016,"1,182.60",COR,
RP039,OIL SEAL 16433-04460,1,UNIDAD,REPUESTOS,30/04/2016,18,USD,
RP045,FRONT RETAINER SEAL 1G895-04140,1,UNIDAD,REPUESTOS,30/04/2016,8.54,USD,
RP066,JUEGO DE MACHOS 14 Pulgadasx1.25 MM,2,UNIDAD,REPUESTOS,16/05/2025,"1,104.85",COR,
RP067,JUEGO DE MACHOS 16 Pulgadasx1.5 MM,2,UNIDAD,REPUESTOS,16/05/2025,"1,312.90",COR,
RP086,COMPAS P/INT 8 MEDA,1,UNIDAD,REPUESTOS,11/09/2024,366,COR,
RP089,BORING BAR ROSCAS INT. SIR.,1,UNIDAD,REPUESTOS,13/09/2024,"12,669.00",COR,
RP091,SOPORTE AE16,1,UNIDAD,REPUESTOS,11/09/2024,647,COR,
RP1000,LAMPARA PI DE VIA LH 37280,1,UNIDAD,REPUESTOS,12/05/2021,77.46,USD,
RP1004,TAZON DE DISCO 546744-85,10,UNIDAD,REPUESTOS,, -   ,,
RP1017,PERNO HEX 5/8X5 Pulgadas,8,UNIDAD,REPUESTOS,22/12/2022,48.678,COR,
RP1033,COJINETE 9T2883,4,UNIDAD,REPUESTOS,13/08/2025,994.105,COR,
RP1039,CONO BALINERA 3N-4968,1,UNIDAD,REPUESTOS,01/02/2018,"1,355.15",COR,
RP1075,PERNO HEX 5/16X 1 1/2,5,UNIDAD,REPUESTOS,15/05/2024,8.218,COR,
RP1076,ARANDELA LISA 5/16,59,UNIDAD,REPUESTOS,28/02/2023,3,COR,
RP1077,ARANDELA PRESION 5/16,190,UNIDAD,REPUESTOS,15/05/2024,0.615,COR,
RP108,JUEGO DE MACHOS 3/4x10 Pulgadas,5,UNIDAD,REPUESTOS,16/05/2025,"2,318.95",COR,
RP1095,FILTRO DE ACEITE P550949,4,UNIDAD,REPUESTOS,10/03/2018,"1,044.00",COR,
RP1096,FILTRO DE AIRE P153551,3,UNIDAD,REPUESTOS,10/03/2018,"1,627.20",COR,
RP1097,FILTRO REFRIGERANTE P552071,3,UNIDAD,REPUESTOS,10/03/2018,301.5,COR,
